user_id,age,gender,city,state,signup_date,kyc_status,customer_segment
U00432,34,M,Mumbai,MH,2020-08-07,Verified,Retail
U00433,63,F,Mumbai,TG,2022-10-09,Verified,Premium
U00434,37,M,Bengaluru,TG,2020-12-01,Verified,Retail
U00435,43,M,Mumbai,GJ,2022-09-08,Verified,Premium
U00436,18,M,Indore,RJ,2022-05-21,Verified,Retail
U00437,21,F,Pune,DL,2022-06-17,Verified,Business
U00438,29,M,Kolkata,TN,2020-01-09,Verified,Retail
U00439,40,M,Ahmedabad,DL,2023-01-16,Verified,Retail
U00440,52,M,Kolkata,MP,2023-06-23,Verified,Premium
U00441,64,F,Indore,TN,2023-03-03,Verified,Business
U00442,48,M,Chennai,MH,2022-12-22,Not Verified,Retail
U00443,30,M,Ahmedabad,DL,2020-10-27,Verified,Retail
U00444,55,F,Pune,RJ,2021-05-07,Verified,Retail
U00445,25,M,Bengaluru,TG,2023-01-27,Verified,Retail
U00446,34,M,Hyderabad,RJ,2023-10-04,Verified,Retail
U00447,53,F,Hyderabad,RJ,2023-03-18,Verified,Premium
U00448,55,M,Kolkata,DL,2024-06-27,Verified,Premium
U00449,53,M,Jaipur,DL,2022-07-31,Not Verified,Retail
U00450,28,M,Indore,GJ,2024-05-06,Verified,Retail
U00451,57,M,Kolkata,TG,2020-04-06,Verified,Retail
U00452,56,M,Ahmedabad,TN,2020-09-03,Verified,Retail
U00453,23,M,Indore,DL,2024-01-31,Not Verified,Retail
U00454,65,F,Mumbai,TN,2020-09-08,Verified,Retail
U00455,51,F,Ahmedabad,MH,2024-07-30,Verified,Retail
U00456,53,F,Indore,DL,2020-03-10,Not Verified,Retail
U00457,34,F,Hyderabad,GJ,2020-02-13,Not Verified,Retail
U00458,25,M,Ahmedabad,DL,2020-05-31,Verified,Retail
U00459,53,F,Kolkata,KA,2023-04-19,Not Verified,Retail
U00460,62,F,Ahmedabad,MH,2020-02-20,Verified,Retail
U00461,50,F,Mumbai,MH,2020-06-01,Verified,Premium
U00462,61,F,Ahmedabad,KA,2023-11-20,Not Verified,Retail
U00463,57,M,Pune,MH,2022-12-17,Verified,Premium
U00464,55,M,Hyderabad,KA,2024-08-04,Verified,Retail
U00465,54,F,Kolkata,MH,2021-10-05,Verified,Retail
U00466,39,M,Mumbai,TG,2022-07-29,Not Verified,Retail
U00467,58,M,Bengaluru,TN,2022-02-26,Verified,Retail
U00468,34,F,Indore,MP,2022-12-17,Verified,Retail
U00469,62,M,Jaipur,DL,2024-11-21,Verified,Retail
U00470,54,M,Pune,TN,2024-06-12,Verified,Premium
U00471,27,M,Chennai,MH,2024-02-23,Verified,Premium
U00472,33,F,Jaipur,WB,2021-11-15,Verified,Retail
U00473,38,F,Jaipur,MH,2021-05-13,Verified,Business
U00474,27,M,Hyderabad,MH,2024-11-18,Verified,Retail
U00475,43,F,Bengaluru,MP,2020-05-15,Verified,Premium
U00476,34,F,Delhi,TG,2023-04-09,Not Verified,Retail
U00477,37,F,Ahmedabad,MH,2024-05-05,Verified,Premium
U00478,22,F,Pune,KA,2021-07-18,Not Verified,Retail
U00479,28,F,Hyderabad,MH,2021-03-23,Verified,Retail
U00480,56,F,Jaipur,DL,2021-02-06,Verified,Retail
U00481,26,M,Delhi,DL,2024-07-15,Verified,Retail
U00482,64,M,Mumbai,TG,2021-07-08,Verified,Premium
U00483,58,F,Mumbai,TG,2021-10-20,Verified,Premium
U00484,59,F,Kolkata,MP,2023-10-22,Verified,Retail
U00485,44,M,Delhi,MP,2021-11-16,Verified,Business
U00486,43,F,Ahmedabad,MH,2020-02-22,Not Verified,Retail
U00487,38,M,Kolkata,MP,2023-12-25,Verified,Retail
U00488,23,M,Bengaluru,TG,2020-10-19,Verified,Premium
U00489,40,F,Kolkata,MH,2023-01-08,Verified,Premium
U00490,27,F,Hyderabad,MP,2021-06-12,Verified,Retail
U00491,20,F,Jaipur,GJ,2023-02-19,Verified,Retail
U00492,35,M,Chennai,MH,2023-02-17,Verified,Retail
U00493,41,M,Hyderabad,WB,2024-03-29,Not Verified,Business
U00494,57,M,Delhi,MH,2023-01-17,Verified,Retail
U00495,29,F,Indore,MH,2024-02-19,Verified,Retail
U00496,65,M,Jaipur,MH,2021-12-19,Verified,Retail
U00497,49,M,Pune,WB,2022-07-31,Verified,Premium
U00498,19,M,Mumbai,DL,2024-07-10,Verified,Retail
U00499,40,M,Hyderabad,MP,2022-02-09,Verified,Business
U00500,60,M,Mumbai,TN,2020-02-12,Verified,Retail
U00501,32,F,Hyderabad,MH,2024-04-03,Verified,Retail
U00502,49,M,Indore,KA,2022-09-04,Not Verified,Premium
U00503,35,M,Chennai,TN,2020-06-30,Verified,Retail
U00504,33,M,Pune,MP,2023-05-08,Not Verified,Retail
U00505,21,M,Pune,MH,2024-05-16,Verified,Retail
U00506,45,M,Chennai,MH,2024-07-06,Verified,Business
U00507,18,M,Chennai,KA,2022-10-26,Verified,Retail
U00508,28,F,Kolkata,DL,2022-04-28,Verified,Business
U00509,63,F,Pune,MH,2023-04-13,Verified,Premium
U00510,62,M,Mumbai,KA,2022-10-30,Verified,Retail
U00511,62,M,Mumbai,MH,2021-10-10,Verified,Retail
U00512,49,M,Jaipur,WB,2020-01-06,Verified,Retail
U00513,27,M,Jaipur,MH,2024-09-15,Verified,Business
U00514,40,M,Hyderabad,DL,2021-07-13,Verified,Retail
U00515,35,M,Mumbai,TG,2022-11-07,Verified,Premium
U00516,41,F,Mumbai,MH,2023-11-10,Verified,Retail
U00517,36,F,Kolkata,TN,2022-03-28,Verified,Retail
U00518,42,M,Kolkata,WB,2022-04-19,Verified,Premium
U00519,58,M,Hyderabad,MP,2022-10-23,Not Verified,Retail
U00520,57,F,Hyderabad,TG,2023-09-20,Verified,Premium
U00521,20,M,Kolkata,RJ,2021-10-26,Verified,Retail
U00522,60,F,Ahmedabad,MP,2020-01-02,Verified,Retail
U00523,48,F,Indore,RJ,2022-02-17,Verified,Retail
U00524,65,F,Pune,DL,2022-03-16,Not Verified,Retail
U00525,60,F,Delhi,RJ,2023-09-22,Verified,Retail
U00526,34,F,Ahmedabad,MH,2022-12-05,Verified,Retail
U00527,27,M,Jaipur,MH,2022-12-09,Verified,Retail
U00528,41,M,Bengaluru,KA,2024-08-10,Verified,Retail
U00529,59,M,Pune,WB,2022-01-10,Not Verified,Premium
U00530,25,F,Bengaluru,TN,2022-02-07,Verified,Retail
U00531,51,F,Ahmedabad,DL,2021-07-17,Verified,Business
U00532,62,M,Ahmedabad,GJ,2024-02-05,Verified,Premium
U00533,27,M,Bengaluru,MH,2022-09-28,Verified,Retail
U00534,41,F,Kolkata,TN,2020-02-06,Verified,Retail
U00535,34,M,Indore,KA,2021-09-19,Verified,Retail
U00536,38,F,Hyderabad,TN,2024-09-04,Verified,Retail
U00537,49,M,Hyderabad,KA,2022-05-16,Not Verified,Retail
U00538,41,M,Ahmedabad,WB,2022-01-21,Verified,Premium
U00539,44,F,Indore,TN,2021-12-22,Verified,Premium
U00540,26,M,Indore,MH,2020-05-09,Verified,Retail
U00541,22,M,Ahmedabad,WB,2022-03-16,Verified,Retail
U00542,59,M,Delhi,MP,2023-02-28,Verified,Retail
U00543,45,F,Ahmedabad,KA,2020-05-13,Verified,Retail
U00544,50,M,Hyderabad,TG,2022-04-02,Verified,Business
U00545,36,F,Kolkata,GJ,2020-08-29,Verified,Premium
U00546,54,M,Delhi,GJ,2020-06-29,Not Verified,Retail
U00547,47,M,Hyderabad,MH,2022-09-15,Not Verified,Retail
U00548,65,F,Indore,KA,2022-04-13,Verified,Premium
U00549,27,F,Pune,TG,2022-11-27,Not Verified,Retail
U00550,52,F,Jaipur,TN,2020-06-26,Verified,Retail
U00551,37,F,Jaipur,WB,2023-10-26,Verified,Retail
U00552,42,F,Jaipur,TN,2021-09-16,Verified,Retail
U00553,52,F,Ahmedabad,GJ,2023-12-24,Verified,Retail
U00554,39,M,Ahmedabad,RJ,2023-09-21,Verified,Retail
U00555,52,M,Kolkata,MP,2024-08-13,Verified,Retail
U00556,46,F,Hyderabad,TG,2024-07-01,Not Verified,Retail
U00557,43,F,Hyderabad,TG,2020-04-28,Verified,Premium
U00558,25,M,Bengaluru,DL,2024-07-25,Verified,Retail
U00559,64,M,Ahmedabad,TG,2023-10-12,Verified,Premium
U00560,31,M,Bengaluru,TG,2022-11-23,Verified,Retail
U00561,23,M,Kolkata,TG,2023-09-11,Not Verified,Premium
U00562,46,F,Bengaluru,MH,2023-11-25,Verified,Retail
U00563,46,F,Hyderabad,MP,2024-06-20,Verified,Retail
U00564,27,F,Chennai,MH,2023-01-28,Not Verified,Retail
U00565,60,M,Kolkata,MH,2021-11-01,Verified,Retail
U00566,32,M,Hyderabad,GJ,2020-10-31,Verified,Retail
U00567,61,F,Delhi,MH,2024-08-23,Verified,Retail
U00568,31,M,Chennai,GJ,2021-12-13,Verified,Premium
U00569,23,M,Ahmedabad,TN,2024-11-04,Verified,Retail
U00570,23,M,Bengaluru,GJ,2021-07-09,Verified,Premium
U00571,32,F,Mumbai,MP,2023-05-11,Verified,Retail
U00572,30,M,Chennai,MH,2020-12-18,Verified,Retail
U00573,33,F,Pune,KA,2020-08-12,Verified,Retail
U00574,22,F,Delhi,RJ,2020-08-19,Verified,Retail
U00575,47,M,Mumbai,MH,2022-11-17,Verified,Retail
U00576,62,M,Kolkata,MP,2024-09-10,Verified,Retail
U00577,60,M,Pune,KA,2023-09-19,Not Verified,Retail
U00578,59,F,Chennai,KA,2021-06-19,Verified,Premium
U00579,25,M,Ahmedabad,TN,2023-01-02,Verified,Retail
U00580,33,M,Indore,RJ,2020-03-27,Verified,Retail
U00581,30,F,Kolkata,RJ,2021-02-20,Not Verified,Business
U00582,64,M,Delhi,MH,2020-08-04,Not Verified,Retail
U00583,62,M,Hyderabad,DL,2024-03-16,Verified,Premium
U00584,19,F,Kolkata,MP,2022-11-27,Verified,Retail
U00585,25,M,Indore,TG,2021-04-24,Verified,Premium
U00586,50,M,Hyderabad,DL,2023-05-12,Verified,Retail
U00587,31,M,Chennai,MH,2020-06-21,Verified,Retail
U00588,29,M,Pune,WB,2024-05-29,Verified,Retail
U00589,33,M,Jaipur,KA,2020-11-05,Verified,Premium
U00590,31,M,Hyderabad,MH,2023-12-22,Not Verified,Business
U00591,48,M,Ahmedabad,RJ,2024-05-14,Verified,Retail
U00592,56,M,Hyderabad,MH,2024-09-28,Verified,Retail
U00593,59,F,Indore,KA,2024-07-03,Not Verified,Retail
U00594,65,F,Bengaluru,TN,2024-08-23,Verified,Retail
U00595,21,F,Indore,KA,2022-06-10,Verified,Retail
U00596,50,F,Indore,RJ,2023-09-03,Not Verified,Retail
U00597,34,M,Hyderabad,TG,2023-04-18,Verified,Retail
U00598,49,M,Kolkata,WB,2024-06-13,Verified,Premium
U00599,39,F,Kolkata,DL,2021-04-12,Verified,Premium
U00600,39,F,Chennai,MH,2021-09-07,Verified,Retail
U00601,25,F,Kolkata,WB,2023-05-23,Verified,Retail
U00602,52,M,Delhi,MH,2022-03-17,Not Verified,Retail
U00603,36,F,Delhi,TN,2021-01-18,Verified,Retail
U00604,60,M,Delhi,TG,2023-10-30,Verified,Retail
U00605,29,F,Chennai,MH,2020-11-05,Verified,Retail
U00606,57,F,Chennai,GJ,2021-10-14,Not Verified,Retail
U00607,56,M,Bengaluru,WB,2022-12-15,Verified,Premium
U00608,24,M,Ahmedabad,MP,2024-07-15,Verified,Premium
U00609,61,M,Jaipur,RJ,2023-09-26,Verified,Business
U00610,34,F,Delhi,RJ,2023-07-01,Verified,Retail
U00611,36,F,Chennai,WB,2022-12-05,Verified,Retail
U00612,59,F,Ahmedabad,MH,2023-11-17,Not Verified,Retail
U00613,61,M,Jaipur,WB,2022-07-05,Verified,Retail
U00614,27,F,Mumbai,MH,2022-09-15,Verified,Business
U00615,35,M,Hyderabad,MP,2023-03-27,Verified,Business
U00616,29,F,Hyderabad,TN,2024-05-01,Verified,Retail
U00617,44,M,Kolkata,GJ,2023-12-24,Verified,Business
U00618,38,M,Indore,GJ,2024-08-18,Verified,Retail
U00619,26,M,Jaipur,MH,2020-11-28,Verified,Retail
U00620,61,F,Mumbai,MP,2021-09-01,Not Verified,Premium
U00621,41,M,Chennai,TN,2022-08-30,Verified,Retail
U00622,46,F,Delhi,TN,2022-01-10,Verified,Retail
U00623,48,F,Delhi,TG,2023-06-29,Verified,Premium
U00624,58,M,Pune,MH,2020-11-07,Verified,Retail
U00625,60,F,Delhi,TN,2022-03-13,Verified,Business
U00626,51,F,Delhi,TN,2022-07-09,Verified,Retail
U00627,62,F,Pune,MP,2022-01-06,Verified,Retail
U00628,22,M,Indore,WB,2024-09-04,Verified,Retail
U00629,37,M,Bengaluru,DL,2024-05-05,Verified,Premium
U00630,65,F,Kolkata,WB,2022-10-20,Verified,Retail
U00631,29,M,Jaipur,RJ,2022-04-27,Verified,Business
U00632,26,M,Pune,DL,2022-04-26,Verified,Retail
U00633,54,M,Indore,WB,2022-04-06,Verified,Premium
U00634,61,M,Bengaluru,TG,2023-10-07,Not Verified,Retail
U00635,25,F,Mumbai,WB,2024-12-04,Verified,Retail
U00636,63,F,Indore,TN,2023-12-29,Verified,Retail
U00637,50,F,Indore,TG,2021-04-03,Verified,Retail
U00638,54,M,Pune,MH,2023-12-03,Verified,Retail
U00639,38,M,Mumbai,GJ,2023-07-12,Verified,Retail
U00640,50,M,Ahmedabad,MP,2023-02-10,Verified,Retail
U00641,52,F,Delhi,GJ,2021-04-04,Verified,Business
U00642,39,M,Hyderabad,RJ,2024-06-13,Not Verified,Retail
U00643,54,M,Hyderabad,KA,2020-02-28,Verified,Retail
U00644,41,M,Chennai,DL,2023-04-12,Verified,Retail
U00645,55,F,Hyderabad,MH,2024-07-04,Verified,Retail
U00646,60,F,Delhi,GJ,2023-03-24,Verified,Retail
U00647,61,F,Hyderabad,MH,2023-06-14,Verified,Retail
U00648,36,M,Delhi,RJ,2020-02-03,Verified,Retail
U00649,63,M,Chennai,TG,2023-02-21,Verified,Premium
U00650,36,M,Indore,MH,2020-05-08,Verified,Retail
U00651,59,F,Jaipur,MH,2023-07-09,Verified,Retail
U00652,40,F,Delhi,MH,2024-02-23,Verified,Retail
U00653,19,F,Delhi,MH,2020-08-06,Not Verified,Retail
U00654,48,F,Delhi,MH,2024-06-15,Verified,Premium
U00655,26,M,Jaipur,MP,2021-05-29,Verified,Retail
U00656,34,M,Hyderabad,TN,2024-07-27,Not Verified,Retail
U00657,64,F,Bengaluru,WB,2020-10-01,Verified,Retail
U00658,64,F,Mumbai,MH,2024-07-23,Not Verified,Premium
U00659,47,M,Hyderabad,MP,2022-12-30,Not Verified,Premium
U00660,39,F,Ahmedabad,TG,2020-01-16,Verified,Business
U00661,42,M,Delhi,MP,2024-12-02,Verified,Retail
U00662,47,F,Delhi,MP,2024-01-23,Verified,Premium
U00663,28,F,Hyderabad,GJ,2023-11-18,Not Verified,Retail
U00664,25,F,Indore,WB,2020-05-08,Verified,Premium
U00665,32,M,Kolkata,MP,2024-06-01,Verified,Retail
U00666,65,M,Hyderabad,DL,2021-02-13,Verified,Retail
U00667,21,F,Hyderabad,TG,2024-05-06,Verified,Business
U00668,58,F,Chennai,MH,2020-11-10,Verified,Retail
U00669,24,M,Bengaluru,KA,2024-07-10,Verified,Retail
U00670,38,M,Jaipur,WB,2024-12-05,Verified,Premium
U00671,53,M,Jaipur,RJ,2023-06-23,Verified,Premium
U00672,52,M,Mumbai,RJ,2023-06-13,Verified,Retail
U00673,18,M,Mumbai,KA,2024-08-26,Verified,Premium
U00674,31,M,Hyderabad,WB,2020-08-14,Verified,Retail
U00675,51,F,Delhi,DL,2024-02-04,Verified,Premium
U00676,24,M,Pune,TN,2021-09-11,Verified,Retail
U00677,49,F,Hyderabad,MH,2020-06-10,Verified,Retail
U00678,62,M,Jaipur,WB,2022-07-22,Not Verified,Business
U00679,54,M,Delhi,MH,2024-09-10,Verified,Premium
U00680,60,M,Kolkata,MH,2021-01-03,Verified,Retail
U00681,34,M,Chennai,TN,2024-09-29,Verified,Retail
U00682,24,M,Ahmedabad,KA,2023-09-01,Verified,Retail
U00683,57,F,Chennai,TG,2020-01-27,Verified,Retail
U00684,32,F,Pune,MH,2024-04-26,Verified,Retail
U00685,39,M,Jaipur,KA,2020-08-02,Verified,Premium
U00686,45,F,Pune,DL,2023-01-05,Verified,Retail
U00687,31,M,Jaipur,TG,2022-04-14,Not Verified,Retail
U00688,58,M,Hyderabad,TG,2021-08-11,Verified,Premium
U00689,63,F,Kolkata,DL,2020-12-27,Verified,Retail
U00690,28,F,Kolkata,TG,2021-11-30,Verified,Retail
U00691,62,M,Chennai,MP,2023-09-05,Verified,Retail
U00692,59,M,Indore,DL,2023-11-24,Verified,Retail
U00693,64,M,Jaipur,MH,2020-05-30,Verified,Retail
U00694,25,F,Jaipur,TN,2024-04-24,Verified,Premium
U00695,34,F,Kolkata,WB,2023-11-27,Verified,Retail
U00696,64,M,Ahmedabad,MH,2021-10-22,Not Verified,Retail
U00697,32,M,Hyderabad,MH,2023-10-05,Verified,Retail
U00698,30,M,Delhi,KA,2024-05-21,Verified,Retail
U00699,60,F,Bengaluru,MH,2020-10-21,Verified,Premium
U00700,21,F,Chennai,DL,2023-03-12,Verified,Retail
U00701,36,M,Chennai,KA,2021-12-28,Verified,Premium
U00702,26,F,Chennai,MH,2022-01-20,Verified,Retail
U00703,33,M,Chennai,WB,2024-04-15,Verified,Retail
U00704,32,F,Pune,TG,2023-08-06,Not Verified,Retail
U00705,18,M,Delhi,WB,2024-09-08,Verified,Retail
U00706,48,F,Ahmedabad,DL,2020-08-13,Verified,Premium
U00707,23,F,Delhi,GJ,2022-09-09,Not Verified,Business
U00708,45,F,Mumbai,DL,2021-01-25,Verified,Retail
U00709,48,M,Pune,RJ,2020-04-27,Verified,Retail
U00710,65,M,Indore,MP,2024-11-17,Not Verified,Business
U00711,42,M,Mumbai,WB,2022-12-10,Verified,Retail
U00712,50,F,Hyderabad,DL,2020-06-19,Verified,Retail
U00713,47,M,Delhi,GJ,2023-07-16,Verified,Retail
U00714,60,F,Delhi,DL,2023-12-11,Not Verified,Retail
U00715,29,M,Jaipur,MH,2023-08-11,Verified,Premium
U00716,52,M,Ahmedabad,MP,2020-10-12,Verified,Retail
U00717,38,M,Pune,KA,2023-12-04,Verified,Retail
U00718,64,M,Ahmedabad,TG,2024-10-06,Verified,Retail
U00719,26,M,Chennai,MH,2023-04-09,Verified,Retail
U00720,19,M,Mumbai,MH,2022-09-18,Verified,Retail
U00721,50,F,Hyderabad,MP,2021-03-19,Verified,Retail
U00722,37,F,Chennai,TG,2024-03-27,Verified,Retail
U00723,39,F,Mumbai,MP,2022-02-04,Verified,Retail
U00724,18,M,Indore,TN,2023-05-27,Verified,Retail
U00725,63,F,Bengaluru,TN,2021-05-07,Verified,Retail
U00726,44,M,Bengaluru,RJ,2020-10-04,Verified,Premium
U00727,21,M,Hyderabad,WB,2020-12-09,Verified,Premium
U00728,44,F,Indore,TG,2024-10-27,Verified,Premium
U00729,63,F,Delhi,MH,2022-06-11,Not Verified,Retail
U00730,19,F,Delhi,TN,2024-03-23,Not Verified,Premium
U00731,44,M,Jaipur,WB,2024-10-04,Verified,Retail
U00732,63,M,Ahmedabad,TG,2022-10-20,Verified,Retail
U00733,41,M,Kolkata,DL,2023-04-27,Not Verified,Retail
U00734,29,F,Hyderabad,WB,2022-01-20,Not Verified,Retail
U00735,22,M,Indore,GJ,2021-03-10,Verified,Premium
U00736,18,F,Ahmedabad,MH,2023-10-20,Verified,Business
U00737,29,F,Pune,TG,2022-05-31,Verified,Business
U00738,52,F,Kolkata,KA,2024-03-10,Verified,Premium
U00739,41,F,Ahmedabad,MH,2020-09-18,Not Verified,Retail
U00740,35,M,Mumbai,RJ,2020-10-05,Not Verified,Retail
U00741,59,M,Ahmedabad,MP,2022-07-19,Not Verified,Retail
U00742,40,F,Kolkata,MH,2020-12-25,Verified,Retail
U00743,61,M,Kolkata,MH,2020-08-27,Not Verified,Premium
U00744,53,M,Hyderabad,MP,2024-04-23,Verified,Premium
U00745,37,F,Bengaluru,DL,2023-05-16,Verified,Retail
U00746,55,M,Hyderabad,MH,2023-05-04,Verified,Premium
U00747,35,M,Delhi,MH,2024-09-10,Verified,Retail
U00748,18,M,Hyderabad,KA,2021-06-26,Not Verified,Premium
U00749,33,M,Mumbai,DL,2020-06-17,Not Verified,Business
U00750,27,F,Pune,DL,2022-12-05,Verified,Retail
U00751,65,F,Chennai,MH,2020-04-22,Not Verified,Retail
U00752,34,M,Delhi,MP,2020-04-17,Verified,Retail
U00753,64,F,Pune,RJ,2022-10-04,Verified,Retail
U00754,53,M,Bengaluru,WB,2022-02-27,Verified,Retail
U00755,37,M,Ahmedabad,DL,2020-05-14,Verified,Retail
U00756,63,F,Ahmedabad,TG,2023-06-28,Verified,Retail
U00757,54,F,Bengaluru,MH,2021-01-29,Not Verified,Retail
U00758,58,F,Hyderabad,TN,2022-10-23,Verified,Retail
U00759,64,M,Mumbai,TG,2024-01-23,Verified,Retail
U00760,31,F,Indore,TG,2021-01-11,Verified,Retail
U00761,60,F,Bengaluru,KA,2020-05-07,Verified,Premium
U00762,63,F,Kolkata,MH,2022-12-06,Verified,Retail
U00763,56,F,Delhi,TN,2020-04-10,Verified,Retail
U00764,29,M,Ahmedabad,MH,2021-02-08,Verified,Premium
U00765,63,F,Ahmedabad,RJ,2021-09-28,Verified,Retail
U00766,22,F,Kolkata,GJ,2020-05-16,Verified,Retail
U00767,32,F,Pune,GJ,2023-12-29,Verified,Premium
U00768,52,F,Pune,MP,2020-04-14,Verified,Retail
U00769,58,F,Bengaluru,MH,2024-10-23,Not Verified,Business
U00770,26,M,Ahmedabad,MP,2020-03-12,Verified,Retail
U00771,60,F,Kolkata,RJ,2020-06-24,Verified,Retail
U00772,63,M,Mumbai,TN,2024-04-21,Verified,Retail
U00773,62,M,Pune,KA,2024-08-03,Verified,Premium
U00774,28,M,Bengaluru,WB,2024-04-15,Verified,Premium
U00775,41,M,Hyderabad,GJ,2023-02-04,Verified,Retail
U00776,65,F,Ahmedabad,TG,2021-01-13,Verified,Retail
U00777,47,F,Hyderabad,KA,2024-03-13,Verified,Business
U00778,24,F,Hyderabad,MH,2021-06-06,Verified,Premium
U00779,62,M,Indore,MH,2021-10-03,Verified,Premium
U00780,39,M,Kolkata,MH,2024-08-09,Verified,Retail
U00781,40,M,Chennai,MP,2020-03-21,Not Verified,Business
U00782,38,M,Pune,TN,2022-01-19,Verified,Retail
U00783,43,F,Chennai,DL,2021-04-10,Verified,Retail
U00784,58,M,Mumbai,KA,2024-03-25,Verified,Retail
U00785,50,F,Kolkata,WB,2024-09-15,Verified,Retail
U00786,63,F,Mumbai,MH,2024-09-24,Verified,Retail
U00787,26,M,Jaipur,GJ,2021-11-25,Verified,Retail
U00788,65,M,Pune,MH,2021-05-25,Verified,Retail
U00789,19,M,Hyderabad,MH,2020-05-24,Verified,Retail
U00790,21,M,Ahmedabad,WB,2021-09-29,Verified,Business
U00791,37,F,Pune,MH,2024-02-11,Not Verified,Premium
U00792,40,M,Indore,MP,2024-08-25,Not Verified,Retail
U00793,46,F,Mumbai,TG,2021-03-01,Verified,Retail
U00794,60,M,Indore,MH,2022-08-03,Verified,Retail
U00795,63,M,Kolkata,DL,2021-01-11,Verified,Premium
U00796,65,F,Delhi,TG,2024-06-13,Verified,Premium
U00797,32,F,Kolkata,KA,2022-02-18,Verified,Retail
U00798,44,M,Pune,TN,2021-11-04,Verified,Business
U00799,49,M,Bengaluru,MP,2022-02-13,Not Verified,Retail
U00800,28,M,Mumbai,RJ,2024-12-05,Verified,Premium
U00801,41,M,Mumbai,TG,2022-10-31,Verified,Retail
U00802,63,M,Jaipur,GJ,2020-11-12,Verified,Retail
U00803,58,F,Mumbai,WB,2020-10-06,Verified,Retail
U00804,35,M,Kolkata,TG,2022-11-17,Verified,Retail
U00805,18,F,Bengaluru,TG,2023-01-07,Verified,Retail
U00806,29,M,Indore,KA,2024-11-21,Verified,Retail
U00807,64,M,Ahmedabad,MP,2023-12-26,Verified,Premium
U00808,45,M,Ahmedabad,MH,2022-06-25,Not Verified,Premium
U00809,53,F,Bengaluru,MH,2022-07-31,Verified,Retail
U00810,52,F,Kolkata,TG,2021-02-11,Verified,Premium
U00811,40,F,Chennai,TN,2020-11-27,Verified,Retail
U00812,27,M,Indore,MH,2020-09-11,Verified,Retail
U00813,48,F,Indore,GJ,2022-08-26,Not Verified,Retail
U00814,30,F,Indore,RJ,2020-10-23,Verified,Retail
U00815,40,F,Delhi,WB,2020-07-24,Verified,Retail
U00816,40,F,Bengaluru,GJ,2024-11-05,Not Verified,Retail
U00817,20,F,Pune,RJ,2023-07-14,Verified,Retail
U00818,45,F,Bengaluru,RJ,2023-08-29,Verified,Premium
U00819,61,M,Pune,WB,2024-06-08,Verified,Retail
U00820,32,F,Bengaluru,RJ,2023-02-04,Verified,Retail
U00821,25,M,Mumbai,MP,2021-10-23,Verified,Retail
U00822,35,F,Jaipur,MH,2021-12-17,Verified,Premium
U00823,38,F,Delhi,MH,2021-06-05,Verified,Retail
U00824,34,M,Pune,WB,2020-05-17,Verified,Business
U00825,52,M,Chennai,MH,2021-08-12,Not Verified,Retail
U00826,62,F,Mumbai,DL,2021-01-30,Verified,Premium
U00827,26,M,Chennai,TG,2021-03-25,Verified,Retail
U00828,64,M,Bengaluru,RJ,2023-02-02,Not Verified,Retail
U00829,27,F,Hyderabad,MH,2024-03-12,Verified,Premium
U00830,45,M,Bengaluru,MP,2020-09-15,Not Verified,Retail
U00831,21,M,Delhi,MH,2020-02-14,Verified,Retail
U00832,28,M,Ahmedabad,KA,2020-08-07,Verified,Retail
U00833,61,M,Pune,DL,2024-10-21,Verified,Retail
U00834,34,F,Hyderabad,GJ,2020-02-20,Not Verified,Premium
U00835,29,M,Bengaluru,KA,2024-06-13,Verified,Premium
U00836,21,F,Jaipur,MP,2023-10-26,Not Verified,Premium
U00837,53,M,Ahmedabad,GJ,2020-02-17,Verified,Retail
U00838,43,M,Mumbai,RJ,2022-11-23,Verified,Retail
U00839,42,M,Mumbai,RJ,2024-06-30,Not Verified,Premium
U00840,18,F,Kolkata,TG,2023-03-13,Verified,Retail
U00841,39,F,Indore,MP,2020-11-26,Verified,Retail
U00842,35,M,Indore,MH,2023-04-02,Verified,Retail
U00843,53,F,Indore,MH,2020-11-20,Verified,Retail
U00844,35,M,Ahmedabad,MH,2020-11-01,Verified,Retail
U00845,44,F,Indore,RJ,2022-05-25,Verified,Retail
U00846,55,M,Delhi,WB,2021-07-20,Not Verified,Retail
U00847,45,F,Chennai,DL,2024-02-04,Verified,Retail
U00848,20,F,Chennai,TG,2020-05-13,Verified,Retail
U00849,41,M,Jaipur,RJ,2022-12-15,Verified,Retail
U00850,59,F,Ahmedabad,MH,2022-04-01,Verified,Retail
U00851,25,M,Bengaluru,TN,2020-04-19,Verified,Premium
U00852,65,M,Pune,WB,2024-10-22,Verified,Premium
U00853,20,F,Ahmedabad,MH,2020-06-26,Verified,Premium
U00854,20,M,Ahmedabad,MP,2022-08-18,Not Verified,Retail
U00855,36,F,Indore,KA,2020-10-06,Verified,Premium
U00856,59,M,Jaipur,TN,2021-11-19,Verified,Business
U00857,32,F,Hyderabad,TN,2021-06-15,Not Verified,Retail
U00858,57,F,Delhi,WB,2022-12-27,Verified,Business
U00859,31,M,Kolkata,GJ,2024-07-07,Verified,Retail
U00860,42,M,Ahmedabad,GJ,2024-08-12,Verified,Retail
U00861,34,M,Jaipur,DL,2023-02-08,Verified,Premium
U00862,26,F,Ahmedabad,GJ,2021-07-02,Verified,Retail
U00863,49,F,Bengaluru,MH,2020-07-14,Verified,Business
